Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
27,2007-11-14,49.9827880859375,52.24737982998339,49.72397496814729,51.53564924096946,36738579
28,2007-11-15,50.82392883300781,51.71358997671887,49.8695633054921,50.92098102078698,29242252
29,2007-11-16,50.46806335449219,51.616533254301935,49.88573706568886,50.59746773380588,18895294
30,2007-11-19,52.295902252197266,54.188454668917274,51.22831083144599,51.616523899025076,40716718
31,2007-11-20,51.48712158203125,53.54143062190732,50.85626928883412,52.08562168800057,26342171
32,2007-11-21,47.475563049316406,52.10179886391124,46.32708885203763,51.79446403573923,26814499
33,2007-11-22,45.841827392578125,48.88285474553592,43.85222224547405,46.97412350419017,34096185
34,2007-11-23,48.88284683227539,49.17400776482764,46.13298090415782,48.85049464245235,27664090
35,2007-11-26,49.27104949951172,50.694506058564414,48.882836467730044,50.694506058564414,20159123
36,2007-11-27,48.05788040161133,50.11218937819072,47.55643687277575,50.11218937819072,20573198
37,2007-11-28,47.34613800048828,49.33574649432317,47.02262499504208,49.10928563534045,16435311
38,2007-11-29,46.06827926635742,48.78578851962412,45.469779133762835,48.52697978614249,25530967
39,2007-11-30,47.847591400146484,48.13875226159133,46.262378365234376,46.90940445196801,18437721
40,2007-12-03,48.52699279785156,49.12549309092408,48.05789690621749,48.42993620582629,16851227
41,2007-12-04,47.89613723754883,49.254894335384975,47.540271865455715,48.85050286435377,14008727
42,2007-12-05,49.804866790771484,49.98280168038381,47.879965917549576,47.97701812066283,27725290
43,2007-12-06,48.88284683227539,51.64888227341315,48.25199448847254,50.88862555824569,24104710
44,2007-12-07,48.672542572021484,49.88571635170741,47.79906008340322,49.19016426227268,11742386
45,2007-12-10,48.72109603881836,49.31959187572212,48.09024362033356,49.14166139252285,8330010
46,2007-12-11,48.494632720947266,49.432819963847166,48.251997862201016,49.15783291301585,11685950
47,2007-12-12,48.46226501464844,48.89900849816266,47.556430253818284,47.87994329524712,16342131
48,2007-12-13,47.653499603271484,49.17401320172101,47.47556912146332,48.526986885432365,14620172
49,2007-12-14,47.18439865112305,47.928481466907826,46.941763808831226,47.49173787319704,10991851
50,2007-12-17,44.33748245239258,47.71819615508278,43.67427795433336,47.45938303830577,19355678
51,2007-12-18,44.14339065551758,45.61537409321091,42.768459431412964,43.836051332604946,21607783
52,2007-12-19,43.334590911865234,45.955047937900126,42.962551718991826,45.56683045703299,19526912
53,2007-12-20,42.89783477783203,44.2565911749516,42.703726094254094,43.90072598637971,17105204
54,2007-12-24,44.20808792114258,44.903640374073774,43.189017903298506,43.54488327556721,16711519
55,2007-12-26,45.5506591796875,46.100633244594526,44.450715437801016,44.450715437801016,20930094
56,2007-12-27,45.87417221069336,47.13587251172646,45.48595470825507,46.488846266281016,44565277
57,2007-12-28,46.23002624511719,46.42413494898207,45.291834907757966,45.777104473456944,18354518
58,2007-12-31,46.56973648071289,46.84472358307967,46.003588370869565,46.585914773751334,11982308
59,2008-01-01,47.4270133972168,47.863756805866764,46.37559619280148,46.81233960145145,16687746
60,2008-01-02,47.16820526123047,47.78287906348061,46.472653211633585,47.427013897569765,13437280
61,2008-01-03,49.109317779541016,49.303426587446644,46.31092932834871,46.877077458448326,31815218
62,2008-01-04,48.850502014160156,50.46806787013285,48.526988842965615,49.82104152774377,28011310
63,2008-01-07,48.44610595703125,49.562223659077276,47.928484054609655,48.54315814401689,15858063
64,2008-01-08,46.79618453979492,49.17400682120997,46.230036586502166,48.494628399673175,13282666
65,2008-01-09,46.05208969116211,47.054980966477935,45.938859252542755,46.844698373571305,13113527
66,2008-01-10,44.952144622802734,47.5564270644021,44.64480549888675,46.26237498547357,18023003
67,2008-01-11,45.63153839111328,46.068281994160536,43.83603788701402,45.56683400994789,11629440
68,2008-01-14,46.32709503173828,46.81236477162003,44.984516295651055,45.71242090547368,10264240
69,2008-01-15,44.91978454589844,47.26525352659959,44.54774551619989,47.071149259226694,11558334
70,2008-01-16,43.99778366088867,44.968322812764455,42.881666268987466,44.59628368213072,14834065
71,2008-01-17,45.17860412597656,46.18149533441268,43.22134778301192,44.15953463428724,16169395
72,2008-01-18,43.07578659057617,44.855108848736755,42.70374297170948,44.80657836771744,13254156
73,2008-01-21,35.74820327758789,42.70373433448639,31.138139801726613,42.70373433448639,33202389
74,2008-01-22,32.15720748901367,33.968881582979066,25.541363363312325,32.221909665091694,58755707
75,2008-01-23,35.74820327758789,37.1231338353469,32.674829089656,32.674829089656,28425991
76,2008-01-24,35.82907485961914,38.368652881742236,34.13063154639316,37.673100783434904,29911930
77,2008-01-25,37.67311096191406,37.85104141144036,36.15259763933074,37.52752831199091,12550722
78,2008-01-28,38.07749938964844,38.36866027903639,34.130638126616915,37.15548624998083,13601109
79,2008-01-29,37.446651458740234,38.7245300052494,36.88050351321065,38.174555960135415,7679877
80,2008-01-30,35.37615966796875,37.6892769669166,34.907064016857944,37.52752045107512,9016102
81,2008-01-31,33.06304931640625,35.8452630356978,32.67483400984467,35.74820866056646,41538563
82,2008-02-01,34.21152877807617,34.45416367170893,33.321867501422716,33.6292045945647,9089201
83,2008-02-04,35.97466278076172,36.395230222943006,34.85854309517702,34.85854309517702,12009385
84,2008-02-05,37.090782165527344,37.57605178088616,35.262934158594526,36.03936466558324,14593303
85,2008-02-06,36.767276763916016,37.20402038649606,34.712969613098146,36.071724380954834,12429218
86,2008-02-07,35.036476135253906,37.51135253882172,34.81001741574167,36.26582629055914,11300078
87,2008-02-08,34.13063430786133,35.554090798435645,33.49978212816549,35.26292994162465,13514197
88,2008-02-11,31.720470428466797,34.61591478944772,31.380781192344376,34.61591478944772,15133331
89,2008-02-12,31.154325485229492,32.8851218330676,30.89551450882883,32.67483914884687,10237627
90,2008-02-13,30.70140266418457,32.10868340504269,30.070552525595502,31.704292009285115,10395753
91,2008-02-14,33.386558532714844,33.72624770896333,31.380775661138497,31.380775661138497,12514003
92,2008-02-15,34.340919494628906,34.61590647543523,32.36748893510479,33.2571498572903,12080990
93,2008-02-18,34.146812438964844,35.11735386793396,33.85565154604854,35.11735386793396,6977153
94,2008-02-19,33.7747802734375,34.842374091905114,33.51596931835991,34.76149580556611,7226542
95,2008-02-20,32.93364334106445,33.467441316859514,32.561604122692835,33.45126522172079,5604999
96,2008-02-21,33.16011047363281,33.72625855139972,32.755718989513596,33.46744756277057,3874365
97,2008-02-22,32.739532470703125,32.94981509792866,31.72046493870277,32.06015411603622,2691220
98,2008-02-25,33.014522552490234,33.41891397252705,32.22191580801084,33.12775302768609,6270186
99,2008-02-26,33.14393615722656,33.61302986522955,32.98217955488317,33.32186885859716,7139423
100,2008-02-27,35.08499526977539,36.81578860614101,33.62918668335565,33.62918668335565,43223132
101,2008-02-28,36.07172393798828,36.34671098497127,34.93942794635183,35.424697657053166,35763847
102,2008-02-29,35.55409622192383,36.55698767096812,34.97177441947337,35.84525931711259,16477462
103,2008-03-03,34.065940856933594,35.19823904735402,33.67772552551271,34.00123866735743,10049153
104,2008-03-04,33.19246292114258,34.42181356221929,32.35132988859016,34.292409155354115,11485198
105,2008-03-05,33.80712127685547,33.96887779599903,32.38366259201428,33.3542017068756,8581053
106,2008-03-07,32.076332092285156,33.321858417646325,30.733751397135748,33.321858417646325,14251925
107,2008-03-10,31.962533950805664,32.19014051717621,30.12542113035572,32.125110384653766,11713659
108,2008-03-11,34.59627151489258,34.92142436805602,30.95456000047878,31.702409798687572,19665129
109,2008-03-12,33.718360900878906,35.766824416976,33.393208031818546,35.53921784965055,12262350
110,2008-03-13,29.084932327270508,33.16560376286942,28.288308183883373,32.840450871275955,47000084
111,2008-03-14,31.084613800048828,31.214674032252958,29.296273479283055,29.897804809581473,35798540
112,2008-03-17,29.865291595458984,30.499339102089984,29.23124408882798,30.499339102089984,19211273
113,2008-03-18,30.125417709350586,30.71069324575739,29.328791509891566,29.816520756049943,12632937
114,2008-03-19,30.304256439208984,33.75087560365671,30.109163831467917,31.53983560462221,16449023
115,2008-03-24,30.596881866455078,31.442279914905463,29.930318274994193,31.442279914905463,11636914
116,2008-03-25,31.751176834106445,31.946267178618957,30.824490531150936,31.39350789487506,13232423
117,2008-03-26,31.556093215942383,32.320203345531205,31.214682260060485,31.539835131360572,11448313
118,2008-03-27,32.12510681152344,32.43400376554482,31.084618191641226,31.084618191641226,17425122
119,2008-03-28,32.19014358520508,32.43401046430409,31.344747371670998,32.271431809876674,11599511
120,2008-03-31,31.962533950805664,32.33646107170671,31.5398347817838,32.19014051717621,9914705
121,2008-04-01,32.027557373046875,32.482772615497154,31.621116373582456,32.190133772832645,6034588
122,2008-04-02,32.54780578613281,33.49075031635249,32.190136791035044,32.190136791035044,6087024
123,2008-04-03,32.287681579589844,32.77541080199652,32.027558886622884,32.62909247629125,3883474
124,2008-04-04,32.12510681152344,32.499033890834255,31.507317313648183,32.499033890834255,5906537
125,2008-04-07,31.99503517150879,32.32018788729344,31.621108225306646,32.17386960620694,4088729
126,2008-04-08,31.18216323852539,32.011303366878636,30.954556706547788,31.94627103909903,5753811
127,2008-04-09,31.26343536376953,31.539813794351325,30.90576656527245,31.279693437352588,3776374
128,2008-04-10,31.88123893737793,32.10884545522687,31.10087310330053,31.21467525968323,7075297
129,2008-04-11,32.027557373046875,32.35271017261841,31.70240457347534,32.190133772832645,4012660
130,2008-04-15,32.515289306640625,32.67786570907215,31.279708207144267,31.832467534394755,6362785
131,2008-04-16,32.07633590698242,33.06805251935729,31.94627344670483,32.8404459702263,4725794
132,2008-04-17,33.311920166015625,34.0760280933189,32.20639907649602,32.56406811826967,14831167
133,2008-04-21,33.84840774536133,34.43368311862139,33.49074105426245,33.81589379439769,7639361
134,2008-04-22,34.40117645263672,34.79136161250374,33.490750293170336,33.815903123003686,8814769
135,2008-04-23,34.43368148803711,34.840122393959426,33.97846855543734,34.46619764254411,5265604
136,2008-04-24,33.21436309814453,34.85638501304485,32.921726489782756,34.79135490064038,8801780
137,2008-04-25,33.49075698852539,33.96222824502188,33.035541612703376,33.815909883362174,4095990
138,2008-04-28,33.620811462402344,34.2711171398511,33.490751208946115,33.523265169768266,4708244
139,2008-04-29,34.0922737121582,34.417426465757394,33.65331881784924,33.81589519464883,6497143
140,2008-04-30,34.31987762451172,34.758834690980116,34.141045387512,34.43368196176888,6331377
141,2008-05-02,34.6287841796875,35.60424264051434,34.56375185156543,34.840132630833175,5658418
142,2008-05-05,34.46620559692383,35.279087596371696,34.23859687301159,35.08399503447079,7642293
143,2008-05-06,34.1735725402832,34.856394417467065,33.97848215043347,34.18983062404166,5061166
144,2008-05-07,33.68584060668945,34.36866243012981,33.16559740295353,34.141055890677606,4303106
145,2008-05-08,33.279396057128906,33.62080693280938,33.08430570322829,33.425714373825244,3642073
146,2008-05-09,33.08429718017578,33.94595098269874,32.580310036871644,32.84043264681084,8621761
147,2008-05-12,33.08429718017578,33.32816171354073,32.352701374998006,33.08429718017578,4890395
148,2008-05-13,33.18185043334961,33.425715034357076,32.90547187525795,33.23062467660124,5056766
149,2008-05-14,33.230621337890625,33.40945580167848,32.515285687822534,32.515285687822534,2982486
150,2008-05-15,33.246883392333984,33.62080823898318,32.51528957534622,32.51528957534622,2646760
151,2008-05-16,33.50700759887695,33.60455389300175,33.100566544260154,33.490751720759356,4422288
152,2008-05-20,33.44197463989258,33.57203708940892,33.100563741902214,33.16559606920221,3464912
153,2008-05-21,33.65332794189453,34.14105720452583,32.67786941663195,32.67786941663195,3419088
154,2008-05-22,33.1981086730957,33.36068507454434,32.840441912958845,32.840441912958845,3558000
155,2008-05-23,32.64534378051758,33.45822564909871,32.515283563577874,33.00301268472655,4417028
156,2008-05-26,32.4014778137207,32.59657033574644,30.889516280728945,30.889516280728945,2605807
157,2008-05-27,31.4260196685791,32.807918787603306,31.279701379346097,32.450249898293215,3316550
158,2008-05-28,32.580326080322266,32.77541648003234,30.987075688061125,31.53983512819906,4505700
159,2008-05-29,33.116825103759766,33.49075220243548,32.15762464208533,32.92173471778815,11026212
160,2008-05-30,32.06007766723633,33.32817507205955,31.930017412677767,33.198112612417155,4023430
161,2008-06-02,30.694435119628906,32.51529185140217,30.239219834143714,31.864983985697073,4431595
162,2008-06-03,29.556381225585938,30.564353028945746,29.280000615344026,30.23920040752342,6240766
163,2008-06-04,28.645967483520508,29.735227976065165,28.46713301307783,29.426333275346035,5762089
164,2008-06-05,28.597198486328125,28.80854915563039,27.63799804820134,28.613456569364274,9721099
165,2008-06-06,28.288297653198242,29.475106588759868,27.88185669000933,28.450874038473803,6317089
166,2008-06-09,27.89811897277832,28.580940775845267,26.662537817510533,27.963149095669532,6500809
167,2008-06-10,27.70302391052246,27.930632627821666,27.068976410391702,27.637993793472752,6717902
168,2008-06-11,27.833086013793945,28.288299032731523,27.637993459915865,27.963146246323696,2586175
169,2008-06-12,28.028173446655273,28.190749822945424,26.66253232683464,27.475414208285404,3244212
170,2008-06-13,27.84933853149414,28.255779433321273,27.55669975912879,27.979398738045614,4248430
171,2008-06-16,28.824804306030273,29.263759272844013,27.995664206381747,28.093210489590444,4354615
172,2008-06-17,29.68645477294922,29.914061269519383,28.320813588444892,29.231241779808887,4736084
173,2008-06-18,29.653940200805664,30.304247976647275,29.58891008474654,29.58891008474654,5055019
174,2008-06-19,29.019899368286133,29.588916873247587,28.548428162334858,29.0686736203332,4221271
175,2008-06-20,28.353334426879883,29.377567217772313,27.979409534939325,29.263762839311863,3837789
176,2008-06-23,27.361616134643555,28.223272449539053,27.085237554649087,28.12572616038888,4516050
177,2008-06-24,26.516212463378906,27.768051368923917,26.239831757972937,27.361608247116216,5238203
178,2008-06-25,25.784629821777344,26.321131178874737,25.199354210799438,26.012236391300963,3933879
179,2008-06-26,27.247806549072266,28.41835728998502,25.930937516816197,25.930937516816197,18253250
180,2008-06-27,26.04474449157715,26.92265881292634,25.898426173046797,26.337383333721395,6821283
181,2008-06-30,25.524494171142578,26.272345839911463,24.792900578776194,26.028481309122668,4596315
182,2008-07-01,23.719911575317383,25.524510713743446,22.80948296263461,25.524510713743446,6202295
183,2008-07-02,24.76038932800293,25.020511986692995,22.972049081498344,23.736158977947284,5245963
184,2008-07-03,24.110090255737305,24.760395974483604,23.411012490118615,24.54904749792464,4726793
185,2008-07-04,24.43524169921875,24.90671287697379,23.573587553841737,23.73616397410788,4862814
186,2008-07-07,24.971736907958984,25.979711349575695,24.760388495240942,24.760388495240942,5528014
187,2008-07-08,25.70334243774414,26.337390118091978,23.0858590854968,23.0858590854968,8354280
188,2008-07-09,27.491668701171875,27.605470826681746,26.044737376847287,26.044737376847287,6860769
189,2008-07-10,28.694740295410156,29.036151165482575,26.727565477453332,27.491675414992393,7216175
190,2008-07-11,27.329099655151367,29.328788475475324,27.117749013965916,28.971121721681037,6040791
191,2008-07-14,27.345355987548828,28.32081660031426,26.662536425221663,26.662536425221663,5942149
192,2008-07-15,26.207313537597656,26.955165206460606,26.01222323599184,26.662528651510417,3693378
193,2008-07-16,25.49198341369629,26.662534291261867,25.05302628333835,26.207319081060415,6973872
194,2008-07-17,26.792591094970703,26.987683617987596,26.012225413069345,26.012225413069345,5038238
195,2008-07-18,28.288297653198242,28.51590415156736,26.483699335622806,27.2803231824564,5983177
196,2008-07-21,29.881547927856445,30.060382394925963,28.30455608881169,28.77602717102523,8754188
197,2008-07-22,31.100879669189453,31.377258283109818,29.62143368321148,29.88155641784783,12631056
198,2008-07-23,33.295658111572266,33.94596377901896,31.89750048554512,32.4827760272639,12798869
199,2008-07-24,32.12510681152344,33.913447384943524,30.12541777964175,30.12541777964175,10764301
200,2008-07-25,32.19014358520508,33.230634625068895,30.97082021513112,31.783702461847092,10710381
201,2008-07-28,31.930021286010742,32.824191708550465,31.572352234961215,32.19014182668229,5533881
202,2008-07-29,30.645658493041992,31.702405109517557,30.401793889239944,31.21467590191345,5145929
203,2008-07-30,31.930021286010742,32.19014182668229,30.922046473114143,30.922046473114143,7354746
204,2008-07-31,30.8082332611084,32.48277144142675,30.401792276334543,32.48277144142675,6006517
205,2008-08-01,31.702409744262695,31.83247220835514,29.26376334972339,30.320510120690425,4699412
206,2008-08-04,31.89750099182129,32.48277654282955,31.068360811649914,31.068360811649914,4301346
207,2008-08-05,33.32817459106445,33.572039218655156,31.70240820204264,32.02756103883024,9161115
208,2008-08-06,32.48277282714844,34.514977837711974,32.255166306982034,34.514977837711974,8616591
209,2008-08-07,32.4014778137207,33.13307146369259,31.393503458392864,31.393503458392864,4809365
210,2008-08-08,31.84873390197754,32.64535804013898,31.734929508632696,32.027566227113496,4883824
211,2008-08-11,32.14136505126953,32.61283621827784,31.897500426428977,32.2551694248953,2714705
212,2008-08-12,31.588603973388672,32.51529037986886,31.344739361692163,32.35271176698753,5801276
213,2008-08-13,31.718660354614258,32.027555050793175,30.970808528808252,31.214673110804775,2754609
214,2008-08-14,30.95455551147461,31.864981604235883,30.889523186205725,31.53982879822583,2566362
215,2008-08-18,30.596881866455078,31.539823977733136,30.304245267805545,30.889518465104615,2963058
216,2008-08-19,30.02787208557129,30.72694980521417,29.41008037034186,30.54811750838725,2941144
217,2008-08-20,30.369277954101562,30.613142542022878,30.157927321519693,30.239215517493463,3319410
218,2008-08-21,30.04413604736328,30.548123485880595,29.68646697355506,30.23922646528066,4138486
219,2008-08-22,29.735231399536133,31.084616918157714,28.971123599792904,31.084616918157714,4139879
220,2008-08-25,30.060382843017578,30.46682381737805,29.84903221330008,30.46682381737805,2034227
221,2008-08-26,30.109159469604492,30.20670575934366,29.556400101194203,29.751490475588792,1489491
222,2008-08-27,29.50762367248535,30.483082087600543,29.34504726996615,30.271733646359017,4297168
223,2008-08-28,29.068666458129883,29.914062362725883,28.694739438236386,29.58890958286202,7382078
224,2008-08-29,30.27173614501953,30.385540518209936,29.458854065327408,29.58891431604464,2219080
225,2008-09-01,30.255355834960938,30.386401392507945,29.649265132280807,30.20621208453907,3417069
226,2008-09-02,31.844284057617188,31.975329570608984,30.206201814490388,30.468295062262204,5030404
227,2008-09-04,31.172672271728516,31.746000306182097,30.91057901162064,31.483907046074222,2813325
228,2008-09-05,30.484678268432617,30.82867553940658,30.140680997458663,30.795913048156347,3330688
229,2008-09-08,32.09001159667969,33.38409499568913,31.77877446451434,32.10639062739214,8377948
230,2008-09-09,32.20466995239258,32.466763278481125,31.467533722524795,32.0900056497087,3737279
231,2008-09-10,31.92619514465332,32.46676078295746,31.614958094089832,32.04085943852365,3847698
232,2008-09-11,31.074398040771484,31.77877184416317,30.82868593887358,31.77877184416317,2567354
233,2008-09-12,31.385629653930664,32.23743240710275,30.877824251916106,31.28734437905867,6093354
234,2008-09-15,29.40354347229004,30.71400750825328,28.5189806923725,30.238964739574257,6770268
235,2008-09-16,29.97686767578125,30.238960894000417,27.84736388815598,28.256883847314683,4654621
236,2008-09-17,29.206974029541016,30.402771525722308,28.830214301226736,30.402771525722308,4674190
237,2008-09-18,29.14145278930664,29.714780855574467,27.04471103567111,28.830217997690365,6603710
238,2008-09-19,30.910579681396484,31.074387694789785,29.48544907615941,29.829446348643017,9821730
239,2008-09-22,30.238971710205078,33.0892334228927,29.993259646820885,31.778766863054916,4162514
240,2008-09-23,29.878599166870117,30.550212720208375,29.321652155000304,29.87859916687012,6569683
241,2008-09-24,30.566591262817383,30.894207384501115,29.583742897766175,29.976881799428853,5730103
242,2008-09-25,29.616504669189453,30.779542316878658,28.912128691844938,30.648494538359483,10926783
243,2008-09-26,29.14145278930664,29.780305840578695,28.63364970804304,29.780305840578695,4967945
244,2008-09-29,28.060314178466797,29.976866157164988,27.519746526689463,29.976866157164988,7859964
245,2008-09-30,28.10947036743164,29.15784151310486,26.536912538027302,26.536912538027302,6616439
246,2008-10-01,29.043167114257812,29.321639388048336,27.896508864208194,28.469839100127125,3743739
247,2008-10-03,29.452682495117188,29.813058714284143,28.666402866248742,29.190589285494372,4681406
248,2008-10-06,28.846601486206055,29.48545236534794,28.256892127848687,29.125076028754666,5560277
249,2008-10-07,29.796695709228516,30.435548993004357,28.830228490142225,28.830228490142225,9928258
250,2008-10-08,29.567350387573242,29.813062385264725,27.552510673430156,28.79745412787949,9985473
251,2008-10-10,29.387174606323242,30.05878815201768,27.208528117532403,29.45269961315329,9025179
252,2008-10-13,29.97686767578125,30.206198408552535,29.338016983851265,29.534587452962633,6805621
253,2008-10-14,29.25613021850586,31.090781604524693,29.026799350700824,30.140693406776293,5099383
254,2008-10-15,29.01041603088379,29.63288580224946,28.69918114520095,29.092320065105014,5495022
255,2008-10-16,27.89651107788086,28.60088688420872,27.355945510377428,28.60088688420872,6651066
256,2008-10-17,25.799776077270508,28.66641712303756,25.423016206753434,28.469848784401226,5586092
257,2008-10-20,26.094633102416992,27.12662534667901,25.275592696711882,25.898064738121345,7922965
258,2008-10-21,26.307573318481445,27.68356014780731,25.55405603377328,26.356714832397675,8047276
259,2008-10-22,24.866060256958008,26.242047017044325,24.620348256164444,26.045478749482395,5408099
260,2008-10-23,23.653881072998047,24.472921060947883,23.293502589584858,24.24359030867956,6641370
261,2008-10-24,20.590675354003906,23.260745438668636,20.312200805488047,22.933129368315235,9905588
262,2008-10-27,19.001737594604492,20.31220194984773,17.036041061739642,20.213916678846726,12878172
263,2008-10-29,21.508007049560547,22.867613248164997,19.6569743807378,21.622671374453716,13094201
264,2008-10-31,22.88399314880371,23.58836919634388,21.75371788855227,22.638281039106044,8097887
265,2008-11-03,23.588367462158203,24.21083720558014,22.769324934925045,24.178074704646765,4951148
266,2008-11-04,24.620344161987305,24.816914618649257,23.14607240238617,23.260736650615783,4515828
267,2008-11-05,23.719406127929688,25.816150033491546,23.26074235712473,25.816150033491546,6145587
268,2008-11-06,22.933134078979492,24.489312954599416,22.45809112374686,23.26075021662808,4896229
269,2008-11-07,24.71863555908203,25.45577162284171,22.605510398873577,22.769318413042395,8250147
270,2008-11-10,25.27558708190918,25.848915238541743,24.7186401741096,25.48853665137147,3775177
271,2008-11-11,24.98073387145996,26.02910492952185,24.407405706074208,25.39025398959264,8900004
272,2008-11-12,23.932357788085938,25.521296549022214,23.63750422628616,25.521296549022214,5705390
273,2008-11-14,23.850454330444336,24.898827511941583,23.555600761766126,23.719408793651493,4038880
274,2008-11-17,24.83330535888672,25.652347833675307,22.605515426369735,25.652347833675307,5361538
275,2008-11-18,23.490074157714844,24.767775709071504,23.031410410257077,24.767775709071504,6392448
276,2008-11-19,22.916748046875,24.32549745265127,22.62189228001665,23.58836136818806,5606729
277,2008-11-20,22.671043395996094,23.09694260595612,21.70457399333051,22.933134533882516,5080395
278,2008-11-21,24.112552642822266,24.866070190634098,21.950285283325545,22.52361351421447,8350092
279,2008-11-24,24.71863555908203,25.111774348729515,23.4900754528159,24.83329983592717,5420119
280,2008-11-25,24.112552642822266,25.27559035555476,23.915984296733804,24.980736725527517,5453771
281,2008-11-26,24.65311622619629,25.029873822463596,23.67026800450206,24.374641674667444,5246053
282,2008-11-27,24.65311622619629,24.65311622619629,24.65311622619629,24.65311622619629,0
283,2008-11-28,24.259971618652344,24.73501663388913,23.29350478609418,23.915976568706217,8464961
284,2008-12-01,24.06340217590332,25.68510098242022,23.965116928462358,24.73501544133023,5733003
285,2008-12-02,23.850454330444336,24.11254762581865,23.096936939413926,23.88321682553686,5879324
286,2008-12-03,24.571199417114258,24.882434080945607,23.342639779526678,24.079775562079227,6430656
287,2008-12-04,25.750621795654297,25.88166952294274,21.786467481917548,21.786467481917548,4648185
288,2008-12-05,25.43939781188965,26.667958277210232,24.58759500055177,24.58759500055177,5338962
289,2008-12-08,25.504919052124023,26.34034056244928,24.407406435789106,26.12739098336921,11709287
290,2008-12-10,25.095394134521484,26.700714072436906,24.735017821609556,26.700714072436906,11172070
291,2008-12-11,24.816923141479492,25.537678027121117,24.423782093139884,25.537678027121117,9867592
292,2008-12-12,24.047019958496094,24.325494444685066,23.522833474536206,24.210827957010036,9847702
293,2008-12-15,24.44016456604004,24.980732423720273,24.243596253801623,24.866065908573,5741641
294,2008-12-16,25.373872756958008,25.685107602582832,23.26074716859249,24.571213769255404,9183505
295,2008-12-17,25.341106414794922,26.045482244666733,24.669493078140775,26.045482244666733,8720755
296,2008-12-18,26.094633102416992,26.37310772907245,24.767787200816855,24.767787200816855,12640018
297,2008-12-19,27.355945587158203,27.683561622149735,26.06186269329934,26.864521534670907,10050607
298,2008-12-22,27.37232780456543,27.60165859283956,26.422239936303306,26.422239936303306,6524631
299,2008-12-23,26.815380096435547,27.634420254167463,26.618811791653062,27.192139902065403,5151765
300,2008-12-24,26.356721878051758,27.17576214085607,22.114091539294286,22.114091539294286,13318746
301,2008-12-26,26.405868530273438,27.79823724728846,25.717875909057263,27.79823724728846,5480531
302,2008-12-29,26.962810516357422,27.175760079820684,25.881677007092133,26.700717207779665,3418418
303,2008-12-30,26.913667678833008,27.355950290834546,25.914438155940182,26.897286429909098,4868199
304,2008-12-31,27.241291046142578,27.650811269676705,26.635202448385716,27.650811269676705,4396180
305,2009-01-02,27.634418487548828,28.09308227963032,27.110234153183736,28.09308227963032,3976548
306,2009-01-05,27.011960983276367,28.09309485050239,26.667963540733155,28.09309485050239,4505326
